"n","authors_formatted","authors_raw","publication_year","title","source_container","doi","url","study_country","conflict_type","marine_terrestrial","species_common","openalex_id","tier","metadata_flag"
177,"m., i. m. E. m., n., k. a. t., h., h. k. n. & r.., e. h.","idhalla m. El mdari m.; kaddioui a. tamsouri n.; hilmi k. nhalla h.; el hamoumi r..",2018,"Analysis Of Fish Community At The First Artificial Reef In Morocco (Martil, Mediterranean).","Zenodo (CERN European Organization for Nuclear Research)","https://doi.org/10.5281/zenodo.1466431","https://doi.org/10.5281/zenodo.1466431","Morocco","not stated","marine","not stated","W4289548230","A_named_country_corroborated",""
178,"Tauler‐Ametller, H., Hernández‐Matías, A., Parés, F., Pretus, J. L. & Real, J.","Helena Tauler‐Ametller; Antonio Hernández‐Matías; Francesc Parés; Joan Lluís Pretus; Joan Real",2018,"Assessing the applicability of stable isotope analysis to determine the contribution of landfills to vultures’ diet","PLoS ONE","https://doi.org/10.1371/journal.pone.0196044","https://doi.org/10.1371/journal.pone.0196044","multiple North African","not stated","terrestrial","Egyptian Vulture","W2801429878","B_regional_corroborated",""
179,"Waters, S., Watson, T., Bell, S. & Setchell, J. M.","Siân Waters; Tamlin Watson; Sandra Bell; Joanna M. Setchell",2018,"Communicating for conservation: circumventing conflict with communities over domestic dog ownership in north Morocco","European Journal of Wildlife Research","https://doi.org/10.1007/s10344-018-1230-x","https://doi.org/10.1007/s10344-018-1230-x","Morocco","livestock depredation","terrestrial","Barbary macaque","W2899931711","A_named_country_corroborated",""
180,"Monti, F. et al.","Flavio Monti; Olivier Duriez; Jean-Marie Dominici; Andrea Sforzi; Aloïs Robert; David Grémillet",2018,"Conserving wildlife facing mass‐tourism calls for effective management","Animal Conservation","https://doi.org/10.1111/acv.12474","https://doi.org/10.1111/acv.12474","multiple North African","other","marine","Osprey","W2905336371","B_regional_corroborated",""
181,"Biggs, R. et al.","Reinette Biggs; Frank Kizito; Kossi Adjonou; Mukhtiar Ahmed; Ryan Blanchard; Kaera Coetzer; Collins Handa; Chris Dickens; Maike Hamann; Patrick O’Farrell; Klaus Kellner; Belinda Reyers; Frank Matose; Kassim Omar; J-F. Sonkoue; Taita Terer; Maarten P. M. Vanhove; Nadia Sitas; Brent Abrahams; Tanya Lazarova; Lucas Melchiori Pereira",2018,"Current and future interactions between nature and society","City Research Online (City University London)",,"https://openalex.org/W2943862379","multiple North African",,,"not stated","W2943862379","C_asserted_no_evidence",""
182,"AHMED, H. A., Issa, M. & EISA, Y. A.","HANI A AHMED; M. Issa; YONES A. EISA",2018,"DETERMINATION OF HOODED CROW (CORVUS CORONE L.) POPULATION AND METHODS OF CONTROL IN SHEEP FARM AT RAS SEDR, SOUTH SINAI, EGYPT","Egyptian Journal of Agricultural Research","https://doi.org/10.21608/ejar.2018.142667","https://doi.org/10.21608/ejar.2018.142667","multiple North African",,"terrestrial","hooded crow","W3121622394","B_regional_corroborated",""
183,"Piwetz, S.","Sarah Piwetz",2018,"Effects of Human Activities on Coastal Dolphin Behavior","OakTrust (Texas A&M University Libraries)",,"https://openalex.org/W2908417904","multiple North African",,"marine","common bottlenose dolphins","W2908417904","C_asserted_no_evidence",""
184,"Hattimy, F. E. et al.","Faiçal El Hattimy; Fouad Chafiq; H. Hami; A. Mokhtari; Abdelmajid Soulaymani; Soulaymani Bencheikh Rachida",2018,"Geographical distribution of health indicators related to snake bites and envenomation in Morocco between 1999 and 2013","Epidemiology and Health","https://doi.org/10.4178/epih.e2018024","https://doi.org/10.4178/epih.e2018024","Morocco","disease transmission",,"snake","W2808697371","A_named_country_corroborated",""
185,"Znari, M.","Mohammed Znari",2018,"Home Range and Habitat Use of Crop-Raiding Barbary Macaques in the Upper Ourika Valley, Western High Atlas Mountains, Morocco","International Journal of Avian & Wildlife Biology","https://doi.org/10.15406/ijawb.2018.03.00049","https://doi.org/10.15406/ijawb.2018.03.00049","multiple North African","not stated","terrestrial","macaques","W2785533475","B_regional_corroborated",""
186,"[Authors not resolved in OpenAlex]",,2018,"Important areas at sea for adult loggerhead sea turtles in the Mediterranean Sea: satellite tracking corroborates findings from potentially biased sources","RERO DOC Digital Library",,"14327335","multiple North African","not stated","marine","turtles","14327335","B_regional_corroborated",""
187,"Caspari, R.","Rachel Caspari",2018,"Race, then and now: 1918 revisited","American Journal of Physical Anthropology","https://doi.org/10.1002/ajpa.23417","https://doi.org/10.1002/ajpa.23417","multiple North African","not stated","not stated","not stated","W2796022831","C_asserted_no_evidence",""
188,"Hamed, E. M. & Ahmed, H.","Eman Mohallal Hamed; Hany Ahmed",2018,"SURVEYS OF WILD VERTEBRATES IN THE KHARGA AND DAKHLA OASIS AND THEIR IMPACT ON THE NEW RECLAMATION AREAS IN EGYPT","Egyptian Journal of Desert Research","https://doi.org/10.21608/ejdr.2019.12939.1028","https://doi.org/10.21608/ejdr.2019.12939.1028","multiple North African","competition for resources","terrestrial",,"W2981571986","B_regional_corroborated",""
189,"Chakuya, J.","Jeremiah Chakuya",2018,"The Human Crocodile Conflicts and the Sustainable Conflict Resolutions Review","International Journal of Environmental Sciences & Natural Resources","https://doi.org/10.19080/ijesnr.2018.13.555856","https://doi.org/10.19080/ijesnr.2018.13.555856","multiple North African","attacks on humans","not stated","Nile crocodile","W3039198569","B_regional_corroborated",""
190,"[Authors not resolved in OpenAlex]",,2018,"Vulnerability of elasmobranchs as longline bycatch in the gulf of Gabes (Southern Tunisia, central Mediterranean sea).","AquaDocs",,"304099714","multiple North African","bycatch","marine","blackchin guitarfish, hound sharks, sandbar shark","304099714","B_regional_corroborated",""
191,"Darkaoui, S. et al.","Sami Darkaoui; Florence Cliquet; Marine Wasniewski; Emmanuelle Robardet; Nadia Aboulfidaa; Mohammed Bouslikhane; Ouafaa Fassi-Fihri",2017,"A Century Spent Combating Rabies in Morocco (1911–2015): How Much Longer?","Frontiers in Veterinary Science","https://doi.org/10.3389/fvets.2017.00078","https://doi.org/10.3389/fvets.2017.00078","Morocco","disease transmission","terrestrial","dog","W2620939781","A_named_country_corroborated",""
192,"Hawkins, E. R. et al.","Elizabeth R. Hawkins; Robert Harcourt; Lars Bejder; Lyndon Brooks; Alana Grech; Fredrik Christiansen; Helene Marsh; Peter L. Harrison",2017,"Best Practice Framework and Principles for Monitoring the Effect of Coastal Development on Marine Mammals","Frontiers in Marine Science","https://doi.org/10.3389/fmars.2017.00059","https://doi.org/10.3389/fmars.2017.00059","multiple North African","not stated","marine","not stated","W2594633798","C_asserted_no_evidence",""
193,"[Authors not resolved in OpenAlex]",,2017,"Distribution, abundance and population structure of Hexaplex trunculus and Bolinus brandaris (Gastropoda: Muricidae) in offshore areas of the Gulf of Gabès, southern Tunisia","AJOL - African Journals Online",,"138701980","Tunisia","bycatch","marine","banded murex, purple dye murex","138701980","A_named_country_corroborated",""
194,"Lamine, E. B.","Emna Ben Lamine",2017,"Fish and fishing monitoring methods and indicators in Marine Protected Areas in Tunisia",,,"https://openalex.org/W2788326307","Tunisia","competition for resources","marine","not stated","W2788326307","A_named_country_corroborated",""
195,"Khelifa, R. et al.","Rassim Khelifa; Rabah Zebsa; Hichem Amari; Mohammed Khalil Mellal; Soufyane Bensouilah; Abdeldjalil Laouar; Hayat Mahdjoub",2017,"Unravelling the drastic range retraction of an emblematic songbird of North Africa: potential threats to Afro-Palearctic migratory birds","Scientific Reports","https://doi.org/10.1038/s41598-017-01103-w","https://doi.org/10.1038/s41598-017-01103-w","multiple North African",,"terrestrial",,"W2605447613","B_regional_corroborated",""
196,"Pooley, S.","Simon Pooley",2016,"A Cultural Herpetology of Nile Crocodiles in Africa","Conservation and Society","https://doi.org/10.4103/0972-4923.197609","https://doi.org/10.4103/0972-4923.197609","multiple North African","not stated","both","Nile crocodile","W2568954900","B_regional_corroborated",""
197,"Setchell, J. M., Fairet, E., Shutt, K., Waters, S. & Bell, S.","Joanna M. Setchell; Emilie Fairet; Kathryn Shutt; Siân Waters; Sandra Bell",2016,"Biosocial Conservation: Integrating Biological and Ethnographic Methods to Study Human–Primate Interactions","International Journal of Primatology","https://doi.org/10.1007/s10764-016-9938-5","https://doi.org/10.1007/s10764-016-9938-5","multiple North African","competition for resources","terrestrial","gorilla","W2562670914","B_regional_corroborated",""
198,"Fumagalli, M.","Maddalena Fumagalli",2016,"Conservation of the spinner dolphin in the Egyptian Red Sea","Otago University Research Archive (University of Otago)","https://doi.org/10.13140/rg.2.2.28830.15685","https://doi.org/10.13140/rg.2.2.28830.15685","Egypt","not stated","marine","spinner dolphin","W2528835440","A_named_country_corroborated",""
199,"Saïdi, B., Enajjar, S. & Bradaï, M. N.","Béchir Saïdi; Samira Enajjar; Mohamed Nejmeddine Bradaï",2016,"Elasmobranch captures in shrimps trammel net fishery off the Gulf of Gabès (Southern Tunisia, Mediterranean Sea)","Journal of Applied Ichthyology","https://doi.org/10.1111/jai.13061","https://doi.org/10.1111/jai.13061","multiple North African","bycatch","marine","Mustelus mustelus, Mustelus punctulatus, Dasyatis pastinaca, Dasyatis marmorata, Torpedo torpedo, Carcharhinus plumbeus, Carcharhinus brevipinna","W2334098974","B_regional_corroborated",""
200,"Lucchetti, A., Punzo, E. & Virgili, M.","Alessandro Lucchetti; Elisa Punzo; Massimo Virgili",2016,"Flexible Turtle Excluder Device (TED): an effective tool for Mediterranean coastal multispecies bottom trawl fisheries","Aquatic Living Resources","https://doi.org/10.1051/alr/2016016","https://doi.org/10.1051/alr/2016016","multiple North African","bycatch","marine","turtle","W2411907806","C_asserted_no_evidence",""
201,"Nada, A. A., Hassabo, A., Mohamed, A. L., Mounier, M. M. & Zeid, N.","Ahmed A. Nada; Ahmed Hassabo; Amina L. Mohamed; Marwa M. Mounier; Nabil Zeid",2016,"Liposomal Microencapsulation of Rodent-repelling Agents onto Jute Burlaps: Assessment of Cytotoxicity and Rat Behavioral Test","Journal of Applied Pharmaceutical Science","https://doi.org/10.7324/japs.2016.60822","https://doi.org/10.7324/japs.2016.60822","Egypt","not stated","not stated","not stated","W2513225841","A_named_country_corroborated",""
202,"Brochet, A. et al.","Anne‐Laure Brochet; W. van den Bossche; Sharif Al Jbour; Paul K. Ndang’ang’a; Victoria R. Jones; Wed Abdou; ABDEL RAZZAQ AL- HMOUD; Nabegh Ghazal Asswad; Juan Carlos Atienza; IMAD ATRASH; Nicholas Barbara; Keith J. Bensusan; Taulant Bino; Claudio Celada; Sidi Imad Cherkaoui; J. PEDRO DUARTE BARROS DA COSTA; Bernard Deceuninck; Khaled Etayeb; Claudia Feltrup‐Azafzaf; Jernej Figelj; Marco Gustin; Primož Kmecl; VLADO KOCEVSKI; MALAMO KORBETI; Dražen Kotrošan; Juan Mula Laguna; Matteo Lattuada; Domingos Leitão; Paula Lopes; NICOLÁS LÓPEZ-JIMÉNEZ; Vedran Lucić; Thierry Micol; Aïssa Moali; Yoav Perlman; Nicola Piludu; Danae Portolou; Ksenija Putilin; Gwenaël Quaintenne; Ghassan Ramadan-Jaradi; Milan Ružić; Anna Sandor; NERMINA SARAJLI; Darko Saveljić; Robert Sheldon; Tassos Shialis; Nikos Tsiopelas; F. Hernan Vargas; Claire Thompson; Ariel Brunner; Richard F. Grimmett; Stuart H. M. Butchart",2016,"Preliminary assessment of the scope and scale of illegal killing and taking of birds in the Mediterranean","Bird Conservation International","https://doi.org/10.1017/s0959270915000416","https://doi.org/10.1017/s0959270915000416","multiple North African","not stated","not stated","not stated","W2289557866","B_regional_corroborated",""
203,"[Authors not resolved in OpenAlex]",,2016,"Shelf life: Neritic habitat use of a turtle population highly threatened by fisheries","Open Research Exeter - University of Exeter",,"310900409","multiple North African","bycatch","marine","loggerhead turtles","310900409","B_regional_corroborated",""
204,"Snape, R. et al.","Robin Snape; Annette C. Broderick; Burak Ali Çi̇çek; Wayne J. Fuller; Fiona Glen; Kimberley L. Stokes; Brendan J. Godley",2016,"Shelf life: neritic habitat use of a turtle population highly threatened by fisheries","Diversity and Distributions","https://doi.org/10.1111/ddi.12440","https://doi.org/10.1111/ddi.12440","multiple North African","bycatch","marine","loggerhead turtles","W2316595866","B_regional_corroborated",""
205,"Chafiq, F. et al.","Fouad Chafiq; Faiçal El Hattimy; Naïma Rhalem; Jean‐Philippe Chippaux; Abdelmajid Soulaymani; A. Mokhtari; Rachida Soulaymani Bencheikh",2016,"Snakebites notified to the poison control center of Morocco between 2009 and 2013","The Journal of venomous animals and toxins including tropical diseases","https://doi.org/10.1186/s40409-016-0065-8","https://doi.org/10.1186/s40409-016-0065-8","Morocco",,"not stated","not stated","W2301751969","A_named_country_corroborated",""
206,"Guyton, J. A. & Brook, C. E.","Jennifer A. Guyton; Cara E. Brook",2015,"African Bats: Conservation in the time of Ebola","Therya","https://doi.org/10.12933/therya-15-244","https://doi.org/10.12933/therya-15-244","multiple North African","disease transmission","terrestrial","not stated","W2131901272","B_regional_corroborated",""
207,"Ogada, D. et al.","Darcy Ogada; Phil Shaw; René Beyers; Ralph Buij; Campbell Murn; Jean Marc Thiollay; Colin M. Beale; Ricardo M. Holdø; Derek Pomeroy; Neil Baker; Sonja Krüger; André Botha; Munir Z. Virani; Ara Monadjem; A. R. E. Sinclair",2015,"Another Continental Vulture Crisis: Africa's Vultures Collapsing toward Extinction","Conservation Letters","https://doi.org/10.1111/conl.12182","https://doi.org/10.1111/conl.12182","multiple North African","persecution or retaliatory killing","terrestrial",,"W2144503057","C_asserted_no_evidence",""
208,"Casale, P. & Heppell, S.","Paolo Casale; SS Heppell",2015,"How much sea turtle bycatch is too much? A stationary age distribution model for simulating population abundance and potential biological removal in the Mediterranean","Endangered Species Research","https://doi.org/10.3354/esr00714","https://doi.org/10.3354/esr00714","multiple North African","bycatch","marine",,"W2338260637","B_regional_corroborated",""
209,"Eason, P. K., Rabia, B. & Attum, O.","Perri K. Eason; Basem Rabia; Omar Attum",2015,"Hunting of migratory birds in North Sinai, Egypt","Bird Conservation International","https://doi.org/10.1017/s0959270915000180","https://doi.org/10.1017/s0959270915000180","Egypt","not stated","both","quail","W2290921243","A_named_country_corroborated",""
210,"Maibeche, Y., Moali, A., Yahi, N. & Ménard, N.","Yasmina Maibeche; Aïssa Moali; Nassima Yahi; Nelly Ménard",2015,"Is Diet Flexibility an Adaptive Life Trait for Relictual and Peri-Urban Populations of the Endangered Primate Macaca sylvanus?","PLoS ONE","https://doi.org/10.1371/journal.pone.0118596","https://doi.org/10.1371/journal.pone.0118596","multiple North African","other","both","macaque","W1998876562","B_regional_corroborated",""
211,"[Authors not resolved in OpenAlex]",,2015,"Migratory corridors and foraging hotspots: Critical habitats identified for Mediterranean green turtles","Open Research Exeter - University of Exeter",,"312874712","multiple North African","bycatch","marine","green turtle","312874712","B_regional_corroborated",""
212,"Stokes, K. L. et al.","Kimberley L. Stokes; Annette C. Broderick; Ali Fuat Canbolat; Onur Candan; Wayne J. Fuller; Fiona Glen; Yaniv Levy; Alan F. Rees; Gil Rilov; Robin Snape; Iain Stott; Dan Tchernov; Brendan J. Godley",2015,"Migratory corridors and foraging hotspots: critical habitats identified for Mediterranean green turtles","Diversity and Distributions","https://doi.org/10.1111/ddi.12317","https://doi.org/10.1111/ddi.12317","multiple North African","bycatch","marine","green turtle","W2016312766","B_regional_corroborated",""
213,"Alami, A. E. & Chait, A.","Abderrazak El Alami; Abderrahman Chait",2015,"Roles of tourism in the local people’s opinion regarding human-macaque conflict in the central High Atlas, Morocco","Revue de primatologie","https://doi.org/10.4000/primatologie.2324","https://doi.org/10.4000/primatologie.2324","multiple North African","competition for resources","terrestrial","Barbary macaque","W2201706815","B_regional_corroborated",""
214,"Nelms, S. E., Piniak, W. E. D., Weir, C. R. & Godley, B. J.","Sarah E. Nelms; Wendy E. D. Piniak; Caroline R. Weir; Brendan J. Godley",2015,"Seismic surveys and marine turtles: An underestimated global threat?","Biological Conservation","https://doi.org/10.1016/j.biocon.2015.10.020","https://doi.org/10.1016/j.biocon.2015.10.020","multiple North African","other","marine","marine turtles","W2185312405","C_asserted_no_evidence",""
215,"Amezian, M. et al.","Mohamed Amezian; Ali Irizi; Errati Abdallah; Loran Hicham; Khamlichi, Rachid El; Virginia Morandini; González, Diego García; Garrido, Jose Rafael",2015,"Spanish Imperial Eagles and other eagles found electrocuted in Morocco and proposition of correction measures","INDIGO (University of Illinois at Chicago)","https://doi.org/10.6084/m9.figshare.1613292.v2","https://doi.org/10.6084/m9.figshare.1613292.v2","multiple North African","other","terrestrial","Spanish Imperial Eagles, Bonelli’s Eagles, Golden Eagle","W2206652945","B_regional_corroborated",""
216,"Aziz, S. A., Olival, K. J., Bumrungsri, S., Richards, G. C. & Racey, P. A.","Sheema Abdul Aziz; Kevin J. Olival; Sara Bumrungsri; Greg C. Richards; Paul A. Racey",2015,"The Conflict Between Pteropodid Bats and Fruit Growers: Species, Legislation and Mitigation",,"https://doi.org/10.1007/978-3-319-25220-9_13","https://doi.org/10.1007/978-3-319-25220-9_13","multiple North African","not stated","not stated","not stated","W2193249342","C_asserted_no_evidence",""
217,"Norfolk, O.","Olivia Norfolk",2015,"The impact of Bedouin agricultural gardens on biodiversity in South Sinai, Egypt","Nottingham ePrints (University of Nottingham)",,"https://openalex.org/W2341723205","Egypt","not stated","terrestrial","almond","W2341723205","A_named_country_corroborated",""
218,"[Authors not resolved in OpenAlex]",,2015,"Trawling and creeling for nephrops: impacts on biodiversity and populations structure","Universidade do Algarve; Sapientia (Univ. do Algarve)",,"9052239","multiple North African","not stated","marine","Norway Lobster","9052239","B_regional_corroborated",""
219,"Casale, P. et al.","Paolo Casale; Daniela Freggi; Giovanni Furii; Carola Vallini; Pasquale Salvemini; M. Deflorio; Giovanni Totaro; Stefano Raimondi; Caterina Maria Fortuna; Brendan J. Godley",2014,"Annual survival probabilities of juvenile loggerhead sea turtles indicate high anthropogenic impact on Mediterranean populations","Aquatic Conservation Marine and Freshwater Ecosystems","https://doi.org/10.1002/aqc.2467","https://doi.org/10.1002/aqc.2467","multiple North African","bycatch","marine","loggerhead sea turtle","W1757226906","B_regional_corroborated",""
220,"Waters, S.","Siân Waters",2014,"Including People in Primate Conservation: A Case Study of Shepherds and Barbary Macaques in Bouhachem forest, Northern Morocco","Durham e-Theses (Durham University)",,"https://openalex.org/W280442085","Morocco","not stated","terrestrial","Barbary macaques","W280442085","A_named_country_corroborated",""
221,"Bazazo, K. & Mashaal, R.","Kamal Bazazo; Rania Mashaal",2014,"PESTS ATTACKING POST-HARVEST SUGAR BEET ROOTS, AND THEIR ADVERSE EFFECTS ON SUGAR CONTENT","Journal of Plant Protection and Pathology /Journal of Plant Protection and Pathology","https://doi.org/10.21608/jppp.2014.87978","https://doi.org/10.21608/jppp.2014.87978","multiple North African","crop damage","terrestrial","sugar beet","W3024115241","C_asserted_no_evidence",""
222,"Attum, A. A. O.","Ameer Abdulla Omar Attum",2013,"Do Marine Protected Areas in the Red Sea Afford Protection to Dugongs and Sea Turtles?","Journal of Biodiversity & Endangered Species","https://doi.org/10.4172/2332-2543.1000102","https://doi.org/10.4172/2332-2543.1000102","multiple North African","bycatch","both","dugong, sea turtles, green turtles, hawksbill turtles","W2155616904","B_regional_corroborated",""
223,"Rees, A. F.","Alan F. Rees",2013,"Ecology of marine turtles across the eastern Mediterranean and the Middle East","Open Research Exeter (University of Exeter)",,"https://openalex.org/W142839631","multiple North African",,"marine","marine turtle","W142839631","B_regional_corroborated",""
224,"Echwikhi, K., Saïdi, B. & Bradaï, M. N.","Khaled Echwikhi; Béchir Saïdi; Mohamed Nejmeddine Bradaï",2013,"Elasmobranchs longline fisheries in the Gulf of Gabès (southern Tunisia)","Journal of the Marine Biological Association of the United Kingdom","https://doi.org/10.1017/s0025315413000726","https://doi.org/10.1017/s0025315413000726","Tunisia","not stated","marine","sandbar shark","W2157223050","A_named_country_corroborated",""
225,"Black, S. A., Fellous, A., Yamaguchi, N. & Roberts, D. L.","Simon A. Black; Amina Fellous; Nobuyuki Yamaguchi; David L. Roberts",2013,"Examining the Extinction of the Barbary Lion and Its Implications for Felid Conservation","PLoS ONE","https://doi.org/10.1371/journal.pone.0060174","https://doi.org/10.1371/journal.pone.0060174","multiple North African","not stated","terrestrial","Barbary lion","W2088965171","B_regional_corroborated",""
226,"Durant, S. M. et al.","Sarah M. Durant; Tim Wacher; S. Bashir; Roșie Woodroffe; Paul De Ornellas; C. Ransom; Jesse R. Newby; Teresa Abáigar; Mohanad Abdelgadir; Husam El Alqamy; Jonathan Baillie; M. Beddiaf; Farid Belbachir; Amel Belbachir-Bazi; Ali Berbash; N. E. Bemadjim; Roseline Beudels-Jamar; Luigi Boitani; Christine Breitenmoser‐Würsten; Manuel Cano; Philippe Chardonnet; Ben Collen; William A. Cornforth; Fabrice Cuzin; Peter Gerngross; B. Haddane; M. Hadjeloum; Andrew P. Jacobson; A. Jebali; François Lamarque; David Mallon; Karen Minkowski; Steven L. Monfort; B. Ndoassal; B. Niagate; Gianetta Purchase; S. Samaïla; Abdoulkarim Samna; Claudio Sillero‐Zubiri; Alaaeldin Soultan; Mark R. Stanley Price; Nathalie Pettorelli",2013,"Fiddling in biodiversity hotspots while deserts burn? Collapse of the Sahara's megafauna","Diversity and Distributions","https://doi.org/10.1111/ddi.12157","https://doi.org/10.1111/ddi.12157","multiple North African","not stated","terrestrial","scimitar-horned oryx","W1972887459","C_asserted_no_evidence",""
227,"Peddicord, A. B.","Annie Boek Peddicord",2013,"Fighting Over Fish: How Climate Change Could Influence Violent Conflict","ResearchWorks at the University of Washington (University of Washington)",,"https://openalex.org/W2600438549","multiple North African","not stated","marine","fish","W2600438549","C_asserted_no_evidence",""
228,"Quevedo, I. Á. d., Félix, M. S. & Cardona, L.","Irene Álvarez de Quevedo; M. San Félix; Luís Cardona",2013,"Mortality rates in by-caught loggerhead turtle Caretta caretta in the Mediterranean Sea and implications for the Atlantic populations","Marine Ecology Progress Series","https://doi.org/10.3354/meps10411","https://doi.org/10.3354/meps10411","multiple North African","bycatch","marine","loggerhead turtle","W2020587463","C_asserted_no_evidence",""
229,"Schlacher, T. A., Weston, M. A., Lynn, D. & Connolly, R. M.","Thomas A. Schlacher; Michael A. Weston; David Lynn; Rod M. Connolly",2013,"Setback Distances as a Conservation Tool in Wildlife-Human Interactions: Testing Their Efficacy for Birds Affected by Vehicles on Open-Coast Sandy Beaches","PLoS ONE","https://doi.org/10.1371/journal.pone.0071200","https://doi.org/10.1371/journal.pone.0071200","multiple North African","other","both","not stated","W2134692257","C_asserted_no_evidence",""
230,"Sallam, W. S.","Wafaa S. Sallam",2013,"THE ENCRUSTATION OF THE SPIDER CRAB HYASTENUS HILGENDORFI IN RELATION TO ITS REPRODUCTIVE BIOLOGY IN THE SUEZ CANAL, EGYPT","Delta Journal of Science","https://doi.org/10.21608/djs.2013.139625","https://doi.org/10.21608/djs.2013.139625","Egypt","bycatch","marine","spider crab","W3119471733","A_named_country_corroborated",""
231,"Sallam, A. & El-Wakeil, N.","Ahmed Sallam; Nabil El-Wakeil",2012,"Biological and Ecological Studies on Land Snails and Their Control","InTech eBooks","https://doi.org/10.5772/29701","https://doi.org/10.5772/29701","multiple North African","not stated","terrestrial",,"W1503887661","B_regional_corroborated",""
232,"Kerstetter, D. W. & Moore, T.","David W. Kerstetter; Travis Moore",2012,"Evaluating the Potential of Swordfish Buoy Gear as an Alternative to Pelagic Driftnets in the Artisanal Fisheries of Morocco and Turkey","NSUWorks (Nova Southeastern University)",,"https://openalex.org/W930013270","multiple North African","bycatch","marine","swordfish","W930013270","B_regional_corroborated",""
233,"Hanane, S., Besnard, A. & Aafi, A.","Saâd Hanane; Aurélien Besnard; Abderrahman Aafi",2012,"Factors affecting reproduction of WoodpigeonsColumba palumbusin North African forests: 1. Nest habitat selection","Bird Study","https://doi.org/10.1080/00063657.2012.724050","https://doi.org/10.1080/00063657.2012.724050","multiple North African","not stated","terrestrial","Woodpigeon","W1965440783","B_regional_corroborated",""
234,"Echwikhi, K., Jribi, I., Bradaï, M. N. & Bouaïn, A.","Khaled Echwikhi; Imed Jribi; Mohamed Nejmeddine Bradaï; Abderrahmen Bouaïn",2011,"Interactions of loggerhead turtle with bottom longline fishery in the Gulf of Gabès, Tunisia","Journal of the Marine Biological Association of the United Kingdom","https://doi.org/10.1017/s0025315411000312","https://doi.org/10.1017/s0025315411000312","multiple North African","bycatch","marine","loggerhead turtle","W2022452219","B_regional_corroborated",""
235,"Nada, M. & Casale, P.","Mohamed Nada; Paolo Casale",2011,"Sea turtle bycatch and consumption in Egypt threatens Mediterranean turtle populations","Oryx","https://doi.org/10.1017/s0030605310001286","https://doi.org/10.1017/s0030605310001286","Egypt","bycatch","marine",,"W2105633026","A_named_country_corroborated",""
236,"Echwikhi, K., Jribi, I., Bradaï, M. N. & Bouaïn, A.","Khaled Echwikhi; Imed Jribi; Mohamed Nejmeddine Bradaï; Abderrahmen Bouaïn",2010,"05. Gillnet fishery – loggerhead turtle interactions in the Gulf of Gabes, Tunisia","Herpetological Journal",,"https://openalex.org/W2479764566","Tunisia","bycatch","marine","loggerhead sea turtles","W2479764566","A_named_country_corroborated",""
237,"Morissette, L., Kaschner, K. & Gerber, L. R.","Lyne Morissette; Kristin Kaschner; Leah R. Gerber",2010,"Ecosystem models clarify the trophic role of whales off Northwest Africa","Marine Ecology Progress Series","https://doi.org/10.3354/meps08443","https://doi.org/10.3354/meps08443","multiple North African","competition for resources","marine",,"W2159155195","C_asserted_no_evidence",""
238,"Echwikhi, K., Jribi, I., Bradaï, M. N. & Bouaïn, A.","Khaled Echwikhi; Imed Jribi; Mohamed Nejmeddine Bradaï; Abderrahmen Bouaïn",2010,"Effect of type of bait on pelagic longline fishery–loggerhead turtle interactions in the Gulf of Gabes (Tunisia)","Aquatic Conservation Marine and Freshwater Ecosystems","https://doi.org/10.1002/aqc.1120","https://doi.org/10.1002/aqc.1120","Tunisia","bycatch","marine","loggerhead sea turtles","W2018069372","A_named_country_corroborated",""
239,"Sumaila, U. R. & Huang, L.","U. Rashid Sumaila; Ling Huang",2010,"Managing Bluefin Tuna in the Mediterranean Sea","RePEc: Research Papers in Economics",,"https://openalex.org/W3124911220","multiple North African","not stated","marine","Atlantic Bluefin Tuna","W3124911220","C_asserted_no_evidence",""
240,"Marshall, N., Marshall, P., Abdulla, A. & Rouphael, T.","Nadine Marshall; Paul Marshall; Ameer Abdulla; Tony Rouphael",2010,"The Links Between Resource Dependency and Attitude of Commercial Fishers to Coral Reef Conservation in the Red Sea","AMBIO","https://doi.org/10.1007/s13280-010-0065-9","https://doi.org/10.1007/s13280-010-0065-9","multiple North African","not stated",,"not stated","W2132561879","B_regional_corroborated",""
241,"Boudjadja, A., Kaddour, B. H. & Pauc, H.","Abdelaziz Boudjadja; Boumediène Hadj Kaddour; Henri Pauc",2010,"Valorisation des eaux de surface de la réserve de Mergueb (M’sila, Algérie) au profit de la faune sauvage protégée dont la Gazelle de Cuvier, espèce emblématique de la région","Revue d Écologie (La Terre et La Vie)","https://doi.org/10.3406/revec.2010.1529","https://doi.org/10.3406/revec.2010.1529","Algeria","not stated","terrestrial","Cuvier’s Gazelle","W2299960256","A_named_country_corroborated",""
242,"Chakraborty, R.","Rina Chakraborty",2010,"Vultures are Again in the City Sky","Records of the Zoological Survey of India","https://doi.org/10.26515/rzsi/v110/i1/2010/158969","https://doi.org/10.26515/rzsi/v110/i1/2010/158969","multiple North African",,,,"W2341829960","C_asserted_no_evidence",""
